"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10"
"1",-8.53615961239654,1.43692903388127,-2.71073694343294,2.6909604992595,1.05498294897899,-0.328249926365609,-0.230666569238282,-0.7592869248787,0.629348727907106,1.19369919887839
"2",-8.44927724139647,1.37884515728614,-2.17828794725969,2.15558538909498,1.064410061923,-0.279095659697482,-0.0943230882558163,-0.818350474838863,0.615775561227294,1.53751480213722
"3",-8.38228467749952,1.30649980005249,-1.75298449312334,1.64969390807457,1.03835567199581,-0.196359524204106,0.122243398799257,-0.663210547312698,0.641465010974216,1.60981465229955
"4",-8.36036532696751,1.27914374226339,-1.55920558530308,1.49058938453665,0.99532103902932,-0.175654310324929,0.188548487963497,-0.607754904155363,0.5614693355437,1.55903332616341
"5",-7.85061535449128,1.0195071661505,-1.12605340504364,1.36586758319114,0.61693223330323,-0.341406055973423,-1.00511013089334,-1.06518440288748,-0.0309780932534077,0.232315766497606
"6",-7.83310938505005,0.97822770639933,-0.969951124471125,1.20394826581983,0.565187170622933,-0.311114028849694,-0.953754767235279,-0.944139835082822,-0.0552044022522156,0.0981635708251599
"7",-7.79048403741219,0.942840885964701,-0.68095127915069,0.87152009826835,0.53323303508726,-0.240374002724522,-0.750805314433754,-0.803740658677847,-0.124703758352165,0.037832769837207
"8",-7.68880648978551,0.78668788992654,-0.0225998152550246,0.142127310312774,0.560834957260012,-0.189887127840843,-0.538488714346822,-0.84825611557988,-0.0652033838076463,0.426998646419139
"9",-7.64953931430079,0.751351221987323,0.300481867132725,-0.211909012087177,0.555168472577077,-0.130160341535403,-0.362359117432054,-0.78729709140144,-0.100449951554023,0.519985667138462
"10",-7.53805331153332,0.593541882018154,0.89369332090132,-0.906544230616381,0.521771117747855,-0.0521556832196085,-0.0853915896604333,-0.646042172067641,-0.119558547235253,0.555159651792814
"11",-7.50523641903625,0.559811405514533,1.24783317634882,-1.27372996759423,0.550816259214156,-0.00893344052655155,0.052906935456403,-0.691413371898498,-0.110448933109454,0.848820742732441
"12",-7.4714033789256,0.528554551819822,1.44710594257566,-1.48997934884967,0.557941262853535,0.00731065007386738,0.0602590030746821,-0.720673095822747,-0.0751465420863708,0.982280956349234
"13",-7.27346440496473,0.279161216452891,2.38758997308746,-2.85125888984334,0.254547168375696,0.364255035527017,0.760010977683586,0.124899895888207,-0.290061838861312,0.235083402543321
"14",-7.26197124961995,0.270208610861486,2.39201731153824,-2.86413985508125,0.245350153491858,0.36189956188607,0.722524814781386,0.133130627269066,-0.273482423704064,0.203841587269171
"15",-7.27346440496473,0.279161216452891,2.38758997308746,-2.85125888984334,0.254547168375696,0.364255035527017,0.760010977683586,0.124899895888207,-0.290061838861312,0.235083402543321
"16",-7.24069099066123,0.175383143965442,2.30189118177421,-2.93266343931012,0.190993280161805,0.411036192770002,0.684245096457599,0.184049255453696,-0.179654429602684,0.189918114858514
"17",-7.25218414600601,0.184335749556847,2.29746384332342,-2.91978247407222,0.200190295045643,0.41339166641095,0.7217312593598,0.175818524072836,-0.196233844759933,0.221159930132664
"18",-7.21941073170252,0.0805576770693989,2.21176505201017,-3.001187023539,0.136636406831751,0.460172823653936,0.645965378133812,0.234967883638325,-0.0858264355013039,0.175994642447858
"19",-7.2309038870473,0.0895102826608039,2.20733771355938,-2.98830605830109,0.145833421715589,0.462528297294883,0.683451541036013,0.226737152257465,-0.102405850658553,0.207236457722008
"20",-7.21513960420071,0.0812058082087001,2.20329928692516,-3.0089053452485,0.152814048629935,0.466642455641856,0.637752590508836,0.242603863572635,-0.0873754987439985,0.180458705227321
"21",-6.75211683765767,-0.0390191933985613,2.48002347779702,-3.31482955101979,0.0328319932303489,0.425631573787192,-0.398791000181,-0.147878146623001,-0.470427794815369,-0.783012538517678
"22",-6.45443960528305,-0.126619501910648,2.5372945296744,-3.19025217365639,-0.120014256036575,0.18208243109394,-0.534379842437873,0.0810089341342121,-0.255539958137635,-0.771381488050208
"23",-6.78999939071246,-0.014177806031904,2.48044568668798,-3.32750761990963,0.0388023764087311,0.413565279981321,-0.414934716730507,-0.136615599419468,-0.47998674281113,-0.785258288344828
"24",-6.68046799301638,-0.0284684469211523,2.52049565963344,-3.29004769816394,-0.0338991485680137,0.292079886657106,-0.525255398217269,-0.0177629911834942,-0.355387153836033,-0.836142008146177
"25",-6.61765341556873,-0.0551140907356262,2.51753612537387,-3.23759760573042,-0.0554504984719629,0.285172893747494,-0.439948469856197,-0.0311998384489904,-0.40090695412375,-0.731428999244306
"26",-6.56155897561514,-0.119046242603143,2.48714361481533,-3.25479820764342,0.0348837110520142,0.418534807355261,-0.458305423070282,-0.0941923186041096,-0.349657503424964,-0.901228376846914
"27",-4.79643247819123,-0.922957152346644,2.62557580397839,-2.47106893325187,-0.81962027219901,-0.517413944145236,-0.634189998153594,0.70811131246729,0.541676882639436,-0.52764675461477
"28",-2.6296854602495,-2.07087179699571,2.72779612289646,-1.52636142353267,-2.14533839219559,-1.60802864956164,-0.502326505752253,1.42354496844183,1.12033306973073,0.5271067171066
"29",0.19708951406789,-3.47740508318515,3.26783973846227,-0.923106493285068,-3.3767205034104,-2.53631982979215,-0.861437221576617,0.977784332650333,0.38879911874846,1.28988929850947
"30",1.34747244841544,-3.91054864763581,3.36775112921752,-0.415154293737571,-3.71642841865721,-2.73228590693135,0.0108930231493843,1.03835775361557,-0.0936072250367523,1.39423308499535
"31",2.00725332966338,-4.0738936970711,3.29299567090043,-0.179435439842408,-3.57521646959597,-2.56020226242858,0.517482011371733,1.14522994580262,-0.471124203536579,1.05379530356176
"32",2.8727807525305,-4.44587302561049,2.97754448773194,-0.139392358579559,-2.727560420155,-1.2770615140007,0.687941680085032,0.8473737678681,-0.330876355095987,0.637626401158604
"33",4.7599880354413,-5.42582696498044,2.45878214936903,0.161104997841162,-1.40544680980953,1.10620655719074,1.24315553717044,0.0664985217699861,0.012627535922322,0.612906551663649
"34",6.11739349359412,-6.15578905213332,2.07270210566258,0.335440937089362,-0.4211137570486,2.69746788954958,1.4471119156033,-0.33198095871643,0.331044429790404,0.557331411523667
"35",6.02738787945882,-6.06075348248504,2.05286207344686,0.279974205074538,-0.351271453884858,2.40237782888016,1.22689572826443,-0.0984814549100055,0.441602306321313,0.547238722415297
"36",5.73132388817785,-5.70704604801,2.20752507861199,0.277276378544949,-0.667317918418823,1.60761987067084,1.01004982650846,0.215655057970923,0.409440939010978,0.550985857150271
"37",6.10474575888123,-5.67698685996066,2.83722035620177,-0.0388412030151688,-1.03009227443828,1.11301390676916,-0.590086649043721,-0.556514536865129,0.00309450895325371,0.0137644898660703
"38",5.85907154597373,-5.38311273587823,3.35698963143655,0.105331041537027,-0.510080625612046,0.138294962375249,-0.874243714661769,0.0685224238318438,1.03169782549457,-0.357140321181412
"39",6.47780343136796,-2.34947832971334,6.32129825894637,2.29669847371225,1.95277366261394,-1.57273519936252,-0.348753669560418,0.703398756896143,1.73046734788546,-1.32403038192905
"40",7.28356608785067,0.524947038786506,8.77724995581033,4.08293649894515,3.69803756673051,-1.86771887174527,-0.423287045933266,1.46757334526945,2.31980495233329,-0.938047479348881
"41",8.31382667943875,3.6859158257076,9.6262136651214,5.23266452649823,2.93250427303891,-0.600113598135937,-0.429841987390799,1.25704330097897,-1.40620415230601,0.447950461017557
"42",9.73536052146336,7.20104038360742,8.95517606296221,5.11156487356788,0.22195056608828,1.71303439806893,-0.369037365280016,0.884019207542395,-2.69571419304998,0.7609278589177
"43",10.9254371666972,8.64474616456587,6.59898417987844,2.49590069974974,-1.65992274372592,1.18097749069817,0.490224226930257,-0.657414417592053,1.12221666666601,0.183519750443085
"44",11.6146675842016,9.80712996710723,5.80697413662247,1.66174607945029,-1.60026140424763,-0.844439204258838,2.07560512384894,-2.45978852139511,-0.126855041813121,-0.224838884852337
"45",11.7613739263958,9.24100220515471,4.4976677358227,0.589022516498414,-1.0517116587547,-1.80846971382534,2.21026368474087,-2.47734677199578,-1.61382327892345,-0.534815032952708
"46",12.5866116891993,8.14317899310817,2.68969043530802,-0.963794858630632,0.463039186758912,-1.43874075636488,0.952534925631359,-0.627366900725281,-0.535311927108308,-0.875178076084997
"47",13.6493743589166,6.82011041064963,1.08384415917927,-2.2750469314095,3.20365702558518,0.0273900541642348,-0.869760013577041,1.71124666789456,1.16346715037323,-0.0935368113211634
"48",13.3302243293561,5.76979191624794,0.59123922799368,-2.62752611385905,2.85094028123933,1.15388503686007,-1.13528209956694,1.30346899992757,1.44622946004599,0.263651714548207
"49",12.7424323704754,4.8303860337789,-0.244729726617559,-3.33860221365169,1.6477460999549,1.49621600928582,-1.1264607842774,0.424285699627469,0.94157385771035,0.705019279817053
"50",12.539782377207,3.74842924693948,-1.4365950560319,-4.22750229941578,0.859101917348122,1.92290384696742,-1.41165923570583,0.353370941028118,0.666090729337981,1.33283139318315
"51",11.597134078193,1.64325255655585,-1.86011845374737,-4.35127732938579,-0.670690573557557,1.42690206251928,-0.47385499004479,-0.938276577986058,0.201054194464056,0.481548718419398
"52",10.776350393896,-0.725525945524826,-2.02222080450303,-4.3173559445233,-0.279116017161782,0.0144191178239397,0.552638001785089,-1.86698019223763,-0.0493111485267076,-0.313624342659855
